sequencing_technology,center,trio,sample_id,variant_caller,date,url,ref_genome
ILLUMINA,Stanford,AshkenazimTrio,HG002,,06042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Stanford_HiSeq300x_SpiralGenetics_vcf_06042015/HG002run06variants.vcf.gz,
ILLUMINA,Stanford,AshkenazimTrio,HG003,,06042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Stanford_HiSeq300x_SpiralGenetics_vcf_06042015/HG003Run03variants.vcf.gz,
ILLUMINA,Stanford,AshkenazimTrio,HG004,,06042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Stanford_HiSeq300x_SpiralGenetics_vcf_06042015/HG004run06variants.vcf.gz,
,SevenBridges,AshkenazimTrio,HG003,GATK,170414,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG003.hs37d5.60x.union_170414.vcf.gz,GRCh37
,SevenBridges,AshkenazimTrio,HG004,GATK,170414,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG004.hs37d5.60x.union_170414.split.vcf.gz,GRCh37
,SevenBridges,AshkenazimTrio,HG004,GATK,170414,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG004.hs37d5.60x.union_170414.vcf.gz,GRCh37
,SpiralGenomics,AshkenazimTrio,,,01312017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Spiral_AJTrio_v1.1_01312017/GIABVariants.vcf,
,SpiralGenomics,AshkenazimTrio,HG002,,01312017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Spiral_AJTrio_v1.1_01312017/HG002_SpiralVariants_refine_v1.1_norm.vcf.gz,
,SpiralGenomics,AshkenazimTrio,,,01312017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Spiral_AJTrio_v1.1_01312017/SpiralVariants_sorted.vcf,
,Stanford,AshkenazimTrio,HG002,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/HG002_55K_Large_Deletions_FixedEnd.sorted.vcf,
,Stanford,AshkenazimTrio,HG002,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/HG002_SmallVariantCalls_55K_GIBFormat.vcf.gz,
,Stanford,AshkenazimTrio,HG003,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/HG003_75K_smallerVariants.sorted.vcf.gz,
,Stanford,AshkenazimTrio,HG003,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/LargeDeletions_HG003_75K.sorted.vcf,
,Stanford,AshkenazimTrio,HG004,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/smallVariants_HG004_75K.vcf.gz,
,Stanford,AshkenazimTrio,HG004,Krunch,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Stanford_Krunch_05052017/SV_GIB_HG004_75K.vcf,
ILLUMINA,BU,AshkenazimTrio,HG002,,09042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/WCMC_HiSeq300x_MEI_Jitterbug_09042015/HG002.TE_insertions.recover_filt.vcf,
ILLUMINA,BU,AshkenazimTrio,HG003,,09042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/WCMC_HiSeq300x_MEI_Jitterbug_09042015/HG003.TE_insertions.recover_filt.vcf,
ILLUMINA,BU,AshkenazimTrio,HG004,,09042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/WCMC_HiSeq300x_MEI_Jitterbug_09042015/HG004.TE_insertions.recover_filt.vcf,
ILLUMINA,NIST,AshkenazimTrio,HG003,,29988042,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042/HG003-250bp-All-good_S1.CNV.vcf,
ILLUMINA,NIST,AshkenazimTrio,HG003,,29988042,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042/HG003-250bp-All-good_S1.genome.vcf.gz,
ILLUMINA,NIST,AshkenazimTrio,HG003,,29988042,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042/HG003-250bp-All-good_S1.SV.vcf,
ILLUMINA,NIST,AshkenazimTrio,HG003,,29988042,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042/HG003-250bp-All-good_S1.vcf,
PACBIO,PacBio,AshkenazimTrio,HG003,deepvariant,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/PacBio_CCS_15kb_20kb_chemistry2/GRCh38/HG003.pbmm2.GRCh38.DeepVariant.v090.vcf.gz,GRCh38
PACBIO,PacBio,AshkenazimTrio,HG003,GATK,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/PacBio_CCS_15kb_20kb_chemistry2/GRCh38/HG003.pbmm2.GRCh38.gatk.MAPQ10.vcf.gz,GRCh38
PACBIO,PacBio,AshkenazimTrio,HG003,deepvariant,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/PacBio_CCS_15kb_20kb_chemistry2/hs37d5/HG003.pbmm2.hs37d5.DeepVariant.v090.vcf.gz,GRCh37
PACBIO,PacBio,AshkenazimTrio,HG003,GATK,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/PacBio_CCS_15kb_20kb_chemistry2/hs37d5/HG003.pbmm2.hs37d5.gatk.MAPQ10.vcf.gz,GRCh37
ILLUMINA,NIST,AshkenazimTrio,HG004,,29933060,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.CNV.vcf,
ILLUMINA,NIST,AshkenazimTrio,HG004,,29933060,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.genome.vcf.gz,
ILLUMINA,NIST,AshkenazimTrio,HG004,,29933060,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.SV.vcf,
ILLUMINA,NIST,AshkenazimTrio,HG004,,29933060,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.vcf,
PACBIO,PacBio,AshkenazimTrio,HG004,deepvariant,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/PacBio_CCS_15kb_20kb_chemistry2/GRCh38/HG004.pbmm2.GRCh38.DeepVariant.v090.vcf.gz,GRCh38
PACBIO,PacBio,AshkenazimTrio,HG004,GATK,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/PacBio_CCS_15kb_20kb_chemistry2/GRCh38/HG004.pbmm2.GRCh38.gatk.MAPQ10.vcf.gz,GRCh38
PACBIO,PacBio,AshkenazimTrio,HG004,deepvariant,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/PacBio_CCS_15kb_20kb_chemistry2/hs37d5/HG004.pbmm2.hs37d5.DeepVariant.v090.vcf.gz,GRCh37
PACBIO,PacBio,AshkenazimTrio,HG004,GATK,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/PacBio_CCS_15kb_20kb_chemistry2/hs37d5/HG004.pbmm2.hs37d5.gatk.MAPQ10.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioFather_GRCh38/GM24631_ChineseTrioFather_GRCh38_deletions.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioFather_GRCh38/GM24631_ChineseTrioFather_GRCh38_large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioFather_GRCh38/GM24631_ChineseTrioFather_GRCh38_phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioMother_GRCh38/GM24631_ChineseTrioMother_GRCh38_deletions.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioMother_GRCh38/GM24631_ChineseTrioMother_GRCh38_large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioMother_GRCh38/GM24631_ChineseTrioMother_GRCh38_phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_GRCh38/GM24631_ChineseTrioSon_GRCh38_deletions.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_GRCh38/GM24631_ChineseTrioSon_GRCh38_large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_GRCh38/GM24631_ChineseTrioSon_GRCh38_phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_hg19/GM24631_ChineseTrioSon_hg19_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_hg19/GM24631_ChineseTrioSon_hg19_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24631_ChineseTrioSon_hg19/GM24631_ChineseTrioSon_hg19_phased_variants.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24694_ChineseTrioFather_hg19/GM24694_ChineseTrioFather_hg19_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24694_ChineseTrioFather_hg19/GM24694_ChineseTrioFather_hg19_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24694_ChineseTrioFather_hg19/GM24694_ChineseTrioFather_hg19_phased_variants.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24695_ChineseTrioMother_hg19/GM24695_ChineseTrioMother_hg19_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24695_ChineseTrioMother_hg19/GM24695_ChineseTrioMother_hg19_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,06202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24695_ChineseTrioMother_hg19/GM24695_ChineseTrioMother_hg19_phased_variants.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631.dels.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631_LongRanger_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631_LongRanger_snpindel.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631_LongRanger_sv_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631.phased_variants.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24694.dels.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24694_LongRanger_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24694_LongRanger_snpindel.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24694_LongRanger_sv_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24694.phased_variants.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695.dels.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695_LongRanger_large_svs.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695_LongRanger_snpindel.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,LongRanger,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695_LongRanger_sv_deletions.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695.phased_variants.reformatted.vcf.gz,GRCh37
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.GRCh38.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.GRCh38.dels.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.GRCh38.large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.GRCh38.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.GRCh38.phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG005,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24631.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.GRCh38.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.GRCh38.dels.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.GRCh38.large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.GRCh38.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.GRCh38.phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG006,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24694.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.GRCh38.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.GRCh38.dels.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.GRCh38.large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.GRCh38.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.GRCh38.phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,ChineseTrio,HG007,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24695.phased_variants.reformatted.vcf.gz,GRCh38
ILLUMINA,BilkentUni,ChineseTrio,,tardis,052119,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/BilkentUni_IlluminaHiSeq_TARDIS_mrCaNaVar_05212019/Chinese-trio_TARDIS.bilkentuniv.052119.vcf.gz,
,BilkentUni,ChineseTrio,,tardis,072319,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/BilkentUni_mrCaNaVaR_GRCh38_07242019/Chinesetrio_TARDIS.bilkentuniv.072319.vcf.gz,GRCh38
